questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,mic.started,fixation_answer.stopped,fixation_satisfaction.started,mic.stopped,fixation_satisfaction.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
AN_30,Animal,"In the American legal system, evidence provided by which animal is admissible in court?",Bloodhound,AN_02_q.ogg,AN_02_a.ogg,0,0,0,29,13.73032674298156,13.73032674298156,space,1.250343170017004,15.021599453990348,0.017572176060639322,17.022538544028066,17.022538544028066,17.022538544028066,17.028658008614244,d,6.699416233925149,23.73999058699701,0.0053424149518832564,25.753012493951246,25.753012493951246,25.757952936637835,2.7065255460329354,27.514196402975358,27.514196402975358,6.757675803964958,30.64574606192764,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/965488_b0_1_2023-02-24_09h49.03.534_mic_recorded/recording_mic_2023-02-24_09h49.27.734.wav,965488,001,2023-02-24_09h49.03.534,b0_1,2022.2.5,None,
,,,,,,,,,,31.3387438619975,31.3387438619975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
